Long,Lat,OBJECTID,Ward,WardCode,State,StateCode,Lga,LgaCode,Shape_Leng,Shape_Area,Location_I
5.3959,13.1670,117,ACHIDA,8,SOKOTO,SO,WURNO,22,0.0155682334,0.0000153563,WURNOACHIDA
5.6208,11.8125,129,ADABKA,1,ZAMFARA,ZF,BUKKUYUM,4,0.7176088743,0.0289270241,BUKKUYUMADABKA
5.5103,11.1162,132,ADAI,1,KEBBI,KB,SAKABA,16,0.4431569659,0.0110758275,SAKABAADAI
4.4953,10.7923,145,ADEHE,1,NIGER,NG,AGWARA,2,0.1511897377,0.0003755019,AGWARAADEHE
7.1941,9.5657,183,ADUNU,1,NIGER,NG,PAIKORO,19,0.2699066056,0.0027607659,PAIKOROADUNU
4.7055,10.8360,316,AGWATA,2,NIGER,NG,AGWARA,2,0.1356394879,0.0003282271,AGWARAAGWATA
5.9400,9.6877,417,AKARE,1,NIGER,NG,WUSHISHI,25,0.3028188704,0.004967486,WUSHISHIAKARE
4.5064,12.1327,541,ALELU/GEHURU,1,KEBBI,KB,JEGA,11,0.4628860069,0.0114831328,JEGAALELU/GEHURU
4.4702,12.2870,547,ALIERO  DANGALADIMA I,1,KEBBI,KB,ALIERO,1,0.0110686043,0.00000442155,ALIEROALIERO  DANGALADIMA I
4.4321,12.2704,548,ALIERO  DANGALADIMA II,2,KEBBI,KB,ALIERO,1,0.3203319039,0.0024596911,ALIEROALIERO  DANGALADIMA II
4.4683,12.2899,549,ALIERO S/FADA I,3,KEBBI,KB,ALIERO,1,0.0197070413,0.00001435869,ALIEROALIERO S/FADA I
4.4587,12.3042,550,ALIERO S/FADA II,4,KEBBI,KB,ALIERO,1,0.3693164437,0.0066638248,ALIEROALIERO S/FADA II
3.9174,11.5869,554,ALJANNARE,1,KEBBI,KB,SURU,18,0.3220562223,0.0060821186,SURUALJANNARE
5.3581,13.1296,557,ALKAMMU/GYELGYEL,9,SOKOTO,SO,WURNO,22,0.1395568055,0.0011019393,WURNOALKAMMU/GYELGYEL
6.6697,10.3489,561,ALLAWA,1,NIGER,NG,SHIRORO,22,0.7775105595,0.0356010484,SHIROROALLAWA
4.4305,12.5930,576,ALWASA/GOTOMO,1,KEBBI,KB,ARGUNGU,3,0.2488335,0.0023857329,ARGUNGUALWASA/GOTOMO
4.3220,12.5274,655,AMBURSA,14,KEBBI,KB,BIRNIN KEBBI,6,0.1605448534,0.000299231,BIRNIN KEBBIAMBURSA
4.4242,11.8592,712,ANDARAI/ KURUNKWU/ ZONGUN LIBA,1,KEBBI,KB,MAIYAMA,14,0.617608699,0.0185736997,MAIYAMAANDARAI/ KURUNKWU/ ZONGUN LIBA
5.3521,13.7411,764,ARABA,7,SOKOTO,SO,ILLELA,8,0.242874662,0.00242684,ILLELAARABA
5.4717,10.4081,786,AREWA,1,NIGER,NG,KONTAGORA,11,0.008258655,0.00000408573,KONTAGORAAREWA
6.5776,9.0621,787,AREWA/YAMMA,1,NIGER,NG,LAPAI,12,0.1284088862,0.0002315686,LAPAIAREWA/YAMMA
5.2150,13.0258,797,ARKILLA,1,SOKOTO,SO,WAMAKKO,21,0.1375779877,0.0012989847,WAMAKKOARKILLA
5.3162,13.5660,830,ASARA  AREWA,2,SOKOTO,SO,GWADABAWA,7,0.2337676082,0.0035765199,GWADABAWAASARA  AREWA
5.2873,13.4603,831,ASARA KUDU,1,SOKOTO,SO,GWADABAWA,7,0.2775655658,0.0043832098,GWADABAWAASARA KUDU
5.1593,13.3622,867,ATAKWANYO,3,SOKOTO,SO,GWADABAWA,7,0.26190245,0.0039346473,GWADABAWAATAKWANYO
4.6941,11.3879,897,ATUWO,1,KEBBI,KB,SHANGA,17,0.4585148875,0.0099996739,SHANGAATUWO
4.5881,12.8897,903,AUGIE NORTH,1,KEBBI,KB,AUGIE,4,0.0620650481,0.00006730335,AUGIEAUGIE NORTH
4.6051,12.9096,904,AUGIE SOUTH,2,KEBBI,KB,AUGIE,4,0.0928597331,0.0003592342,AUGIEAUGIE SOUTH
4.7305,10.1591,907,AUNA CENTRAL,1,NIGER,NG,MAGAMA,14,0.512140813,0.0097956826,MAGAMAAUNA CENTRAL
5.0439,10.2998,908,AUNA EAST,3,NIGER,NG,MAGAMA,14,0.3660723755,0.0071713507,MAGAMAAUNA EAST
4.9632,10.3713,909,AUNA EAST CENTRAL,2,NIGER,NG,MAGAMA,14,0.5413588867,0.008751277,MAGAMAAUNA EAST CENTRAL
4.7594,10.0044,910,AUNA SOUTH,5,NIGER,NG,MAGAMA,14,0.4282970264,0.0075689549,MAGAMAAUNA SOUTH
4.7937,10.1626,911,AUNA SOUTH EAST,4,NIGER,NG,MAGAMA,14,0.8588606226,0.0392938442,MAGAMAAUNA SOUTH EAST
4.4377,13.5933,972,AWULKITI,7,SOKOTO,SO,GUDU,6,0.1767103198,0.0004093504,GUDUAWULKITI
5.8775,11.2064,1010,AYU,1,KEBBI,KB,WASAGU/DANKO,19,0.4226543678,0.0112694927,WASAGU/DANKOAYU
3.8923,10.4376,1043,BABANNA,1,NIGER,NG,BORGU,4,1.2484910903,0.0722393851,BORGUBABANNA
5.3615,10.2054,1047,BABBAN  RAMI,1,NIGER,NG,MASHEGU,16,1.0533066186,0.0391351553,MASHEGUBABBAN  RAMI
4.1810,13.3840,1057,BACHAKA,3,SOKOTO,SO,GUDU,6,0.3825374194,0.0074493949,GUDUBACHAKA
6.4978,13.0255,1063,BADARAWA,1,ZAMFARA,ZF,SHINKAFI,11,0.1543737734,0.0010219035,SHINKAFIBADARAWA
4.1924,12.3010,1066,BADARIYA/MAGARZA,1,KEBBI,KB,KALGO,12,0.1085506003,0.0002665435,KALGOBADARIYA/MAGARZA
5.1649,12.7882,1067,BADAU/DARHELA,5,SOKOTO,SO,BODINGA,2,0.093644545,0.0005323234,BODINGABADAU/DARHELA
6.1864,9.0846,1068,BADEGGI,2,NIGER,NG,KATCHA,10,0.2330466155,0.0029556134,KATCHABADEGGI
5.1944,12.9916,1071,BADO/KASARAWA,2,SOKOTO,SO,WAMAKKO,21,0.149943894,0.0014440748,WAMAKKOBADO/KASARAWA
7.1836,9.1870,1080,BAGAMA \B\,2,NIGER,NG,SULEJA,23,0.0363449396,0.0000505916,SULEJABAGAMA \B\
5.2044,12.8948,1084,BAGARAWA,2,SOKOTO,SO,BODINGA,2,0.1020140189,0.0004510311,BODINGABAGARAWA
4.5833,12.8790,1085,BAGAYE/MERA,3,KEBBI,KB,AUGIE,4,0.2691674676,0.0021286962,AUGIEBAGAYE/MERA
6.0067,11.8840,1087,BAGEGA,1,ZAMFARA,ZF,ANKA,1,0.5422893201,0.0156267222,ANKABAGEGA
4.7516,12.2686,1089,BAGIDA/LUKKINGO,4,SOKOTO,SO,TAMBUWAL,18,0.5024635918,0.0102812305,TAMBUWALBAGIDA/LUKKINGO
7.1850,9.1765,1092,BAGMAMA \A\,1,NIGER,NG,SULEJA,23,0.0196987242,0.00002015982,SULEJABAGMAMA \A\
4.2030,11.3956,1094,BAGUDO/TUGA,1,KEBBI,KB,BAGUDO,5,0.3633197853,0.0080996752,BAGUDOBAGUDO/TUGA
4.1232,11.4766,1097,BAHINDI/BOKI-DOMA,2,KEBBI,KB,BAGUDO,5,0.3528801546,0.0046503629,BAGUDOBAHINDI/BOKI-DOMA
4.9134,11.4787,1105,BAJIDA,1,KEBBI,KB,FAKAI,9,0.937475818,0.0379238954,FAKAIBAJIDA
4.9532,12.8701,1110,BAKALE,10,SOKOTO,SO,YABO,23,0.3200517597,0.0053875287,YABOBAKALE
4.5747,12.1848,1118,BAKAYA/SABON BIRNI,2,SOKOTO,SO,TAMBUWAL,18,0.2507349049,0.0027384037,TAMBUWALBAKAYA/SABON BIRNI
6.2368,8.9448,1119,BAKEKO,1,NIGER,NG,KATCHA,10,0.2450123988,0.0030508462,KATCHABAKEKO
5.8735,12.7091,1127,BAKURA,1,ZAMFARA,ZF,BAKURA,2,0.0344848607,0.00005251834,BAKURABAKURA
4.0471,11.9270,1128,BAKUWAI,4,KEBBI,KB,SURU,18,0.4427041492,0.011363351,SURUBAKUWAI
4.6620,13.4655,1139,BALLE,6,SOKOTO,SO,GUDU,6,0.4854496789,0.0115124527,GUDUBALLE
4.1004,11.7891,1156,BANDAN,2,KEBBI,KB,SURU,18,0.3954603921,0.0076018076,SURUBANDAN
6.6383,12.5078,1158,BANGA,1,ZAMFARA,ZF,KAURA NAMODA,8,0.2024699819,0.0027210984,KAURA NAMODABANGA
6.6492,9.8570,1159,BANGAJIYA,2,NIGER,NG,SHIRORO,22,0.5301031658,0.0112163439,SHIROROBANGAJIYA
5.8136,10.7520,1160,BANGI,1,NIGER,NG,MARIGA,15,0.5282917812,0.0147358134,MARIGABANGI
5.2695,12.7165,1161,BANGI/DABAGA,9,SOKOTO,SO,BODINGA,2,0.4347144039,0.0123799577,BODINGABANGI/DABAGA
4.6982,11.5972,1164,BANGU/GARINISA,2,KEBBI,KB,FAKAI,9,0.9693512806,0.0270008385,FAKAIBANGU/GARINISA
3.8045,11.6595,1167,BANI ZUMBU,1,KEBBI,KB,DANDI,8,0.267602327,0.0028185484,DANDIBANI ZUMBU
3.6735,11.3150,1168,BANI/TSAMIYA/KALI,3,KEBBI,KB,BAGUDO,5,1.0774341048,0.0742266817,BAGUDOBANI/TSAMIYA/KALI
5.2328,13.2330,1170,BANKANU/ R KADE,2,SOKOTO,SO,KWARE,10,0.2748856221,0.0041904058,KWAREBANKANU/ R KADE
5.8707,12.1615,1184,BARAYAR-ZAKI,2,ZAMFARA,ZF,ANKA,1,0.9042732409,0.0271802452,ANKABARAYAR-ZAKI
5.4650,12.5868,1185,BARAYAR GIWA,4,SOKOTO,SO,TURETA,20,0.0855456887,0.0003058464,TURETABARAYAR GIWA
4.0042,11.6028,1187,BARBAREJO,3,KEBBI,KB,SURU,18,0.2727413667,0.004308188,SURUBARBAREJO
5.0096,11.9245,1189,BARDOKI,1,ZAMFARA,ZF,GUMMI,6,0.9136945614,0.0489484866,GUMMIBARDOKI
6.4513,13.1765,1194,BARGAJA,6,SOKOTO,SO,ISA,9,0.2114989235,0.0015787905,ISABARGAJA
5.9990,9.0714,1199,BARIKI,1,NIGER,NG,BIDA,3,0.0461922593,0.00009438987,BIDABARIKI
4.7939,12.3830,1201,BARKEJI/NABAGUDA,9,SOKOTO,SO,TAMBUWAL,18,0.3459463609,0.0050957442,TAMBUWALBARKEJI/NABAGUDA
6.4080,8.7054,1205,BARO,1,NIGER,NG,AGAIE,1,0.604021174,0.0203999147,AGAIEBARO
6.0724,9.7285,1206,BARWA,2,NIGER,NG,WUSHISHI,25,0.0137657746,0.0000103884,WUSHISHIBARWA
5.3234,13.0937,1210,BASANSAN,3,SOKOTO,SO,KWARE,10,0.1394542223,0.0006926283,KWAREBASANSAN
4.6947,12.3187,1214,BASHIRE/MAIKADA,3,SOKOTO,SO,TAMBUWAL,18,0.3519787358,0.0084756062,TAMBUWALBASHIRE/MAIKADA
6.5484,10.1389,1219,BASSA/KUKOKI,3,NIGER,NG,SHIRORO,22,0.7180933401,0.0277697244,SHIROROBASSA/KUKOKI
6.1191,9.1163,1226,BATAGI,1,NIGER,NG,GBAKO,8,0.0690260162,0.0002759095,GBAKOBATAGI
6.0010,9.3258,1229,BATAKO,2,NIGER,NG,GBAKO,8,0.6215625835,0.0165193602,GBAKOBATAKO
5.7002,9.2290,1231,BATATI,2,NIGER,NG,LAVUN,13,0.324240705,0.0053249812,LAVUNBATATI
4.7148,12.8428,1244,BAYAWA NORTH,4,KEBBI,KB,AUGIE,4,0.1441014747,0.0004760867,AUGIEBAYAWA NORTH
4.7270,12.7790,1245,BAYAWA SOUTH,5,KEBBI,KB,AUGIE,4,0.3216349666,0.0052222568,AUGIEBAYAWA SOUTH
5.3357,11.4272,1251,BEDI,1,KEBBI,KB,ZURU,21,0.3128508199,0.0035244294,ZURUBEDI
6.3178,9.6090,1256,BEJI,1,NIGER,NG,BOSSO,5,0.3051823185,0.004940398,BOSSOBEJI
5.9707,11.3002,1261,BENA,2,KEBBI,KB,WASAGU/DANKO,19,0.4505528822,0.0097729648,WASAGU/DANKOBENA
7.1704,9.6577,1266,BENI,1,NIGER,NG,MUNYA,18,0.1444637591,0.0004189802,MUNYABENI
5.7156,10.4112,1272,BERI,2,NIGER,NG,MARIGA,15,0.8330933357,0.0301431135,MARIGABERI
4.3958,11.2856,1273,BESSE,7,KEBBI,KB,KOKO/BESSE,13,0.3179096264,0.0039668826,KOKO/BESSEBESSE
6.9460,11.8522,1291,BILBIS,11,ZAMFARA,ZF,TSAFE,13,0.463690619,0.0113150018,TSAFEBILBIS
6.3331,11.5420,1300,BINDIN,1,ZAMFARA,ZF,MARU,10,1.0696669482,0.0615217291,MARUBINDIN
4.9665,12.6801,1302,BINGAJE,2,SOKOTO,SO,YABO,23,0.1468722696,0.0011870554,YABOBINGAJE
6.3525,11.9490,1303,BINGI,2,ZAMFARA,ZF,MARU,10,0.777158667,0.0366114336,MARUBINGI
6.4814,12.0514,1304,BINGI NORTH,1,ZAMFARA,ZF,BUNGUDU,5,0.5978306402,0.0221308506,BUNGUDUBINGI NORTH
6.5073,11.7410,1305,BINGI SOUTH,2,ZAMFARA,ZF,BUNGUDU,5,0.6488038487,0.0255058696,BUNGUDUBINGI SOUTH
4.9112,13.2241,1306,BINJI,3,SOKOTO,SO,BINJI,1,0.0309008459,0.000037204,BINJIBINJI
4.8471,12.8208,1307,BINJI,3,SOKOTO,SO,YABO,23,0.1824679319,0.0013056589,YABOBINJI
4.5249,10.9506,1308,BINUWA/GEBE/BUNKUJI,2,KEBBI,KB,SHANGA,17,0.7791037551,0.0302771717,SHANGABINUWA/GEBE/BUNKUJI
5.8092,13.4586,1317,BIRJINGO,10,SOKOTO,SO,GORONYO,5,0.2063780323,0.0016946148,GORONYOBIRJINGO
6.2169,12.4898,1318,BIRNIN KAYA / DOSARA,1,ZAMFARA,ZF,MARADUN,9,0.3621921968,0.0085199929,MARADUNBIRNIN KAYA / DOSARA
4.1916,12.4632,1319,BIRNIN KEBBI DANGALADIMA,4,KEBBI,KB,BIRNIN KEBBI,6,0.0174126017,0.00001933287,BIRNIN KEBBIBIRNIN KEBBI DANGALADIMA
4.1953,12.4668,1320,BIRNIN KEBBI MAFARA,3,KEBBI,KB,BIRNIN KEBBI,6,0.0218586101,0.00002996588,BIRNIN KEBBIBIRNIN KEBBI MAFARA
6.8317,12.6181,1322,BIRNIN MAGAJI,1,ZAMFARA,ZF,BIRNIN MAGAJI,3,0.1484866731,0.0012676644,BIRNIN MAGAJIBIRNIN MAGAJI
5.2913,12.1632,1323,BIRNIN MAGAJI,2,ZAMFARA,ZF,GUMMI,6,0.0698460271,0.000094932,GUMMIBIRNIN MAGAJI
6.6960,8.9879,1324,BIRNIN MAZA/TASHIBO,2,NIGER,NG,LAPAI,12,0.5948399822,0.012673907,LAPAIBIRNIN MAZA/TASHIBO
6.0292,12.6746,1325,BIRNIN TUDU,2,ZAMFARA,ZF,BAKURA,2,0.3545958888,0.0068562045,BAKURABIRNIN TUDU
4.9793,11.5399,1326,BIRNIN TUDU,3,KEBBI,KB,FAKAI,9,0.5480843641,0.0133654873,FAKAIBIRNIN TUDU
5.3026,12.0635,1327,BIRNIN TUDU,3,ZAMFARA,ZF,GUMMI,6,0.3951086031,0.0103760758,GUMMIBIRNIN TUDU
4.6726,12.9033,1328,BIRNIN TUDU/GUDALE,6,KEBBI,KB,AUGIE,4,0.1592377243,0.0009996736,AUGIEBIRNIN TUDU/GUDALE
4.8405,10.8058,1329,BIRNIN YAURI,1,KEBBI,KB,NGASKI,15,0.4113141477,0.0106347131,NGASKIBIRNIN YAURI
5.0676,12.8655,1331,BIRNIRUWA,9,SOKOTO,SO,YABO,23,0.1238729414,0.0006476655,YABOBIRNIRUWA
6.2183,9.3464,1334,BISANTI,3,NIGER,NG,KATCHA,10,0.397198818,0.0071494807,KATCHABISANTI
4.1111,12.7387,1345,BIU,1,KEBBI,KB,AREWA,2,0.6981066233,0.0294747444,AREWABIU
5.9254,10.2964,1346,BOBI,3,NIGER,NG,MARIGA,15,0.7479375099,0.0384618533,MARIGABOBI
5.3353,12.8007,1349,BODAI/JURGA,3,SOKOTO,SO,DANGE/SHUNI,3,0.1766459698,0.0016679851,DANGE/SHUNIBODAI/JURGA
5.1507,12.8376,1353,BODINGA/TAUMA,1,SOKOTO,SO,BODINGA,2,0.0603707588,0.0002386096,BODINGABODINGA/TAUMA
5.2370,9.4375,1373,BOKANI,1,NIGER,NG,MOKWA,17,0.3734045885,0.002839823,MOKWABOKANI
6.4827,12.7765,1375,BOKO,1,ZAMFARA,ZF,ZURMI,14,0.3815073465,0.0071440503,ZURMIBOKO
6.4442,9.0084,1377,BOKU,2,NIGER,NG,AGAIE,1,0.604230374,0.0180068096,AGAIEBOKU
6.9261,9.3472,1400,BONU,1,NIGER,NG,GURARA,9,0.3788072755,0.0073976726,GURARABONU
6.5090,9.6365,1411,BOSSO CENTRAL  I,2,NIGER,NG,BOSSO,5,0.1618706988,0.0008437261,BOSSOBOSSO CENTRAL  I
6.5470,9.6718,1412,BOSSO CENTRAL  II,3,NIGER,NG,BOSSO,5,0.1489823037,0.0010598881,BOSSOBOSSO CENTRAL  II
5.5597,13.4227,1414,BOYEKAI,3,SOKOTO,SO,GORONYO,5,0.2620320329,0.0016164847,GORONYOBOYEKAI
4.6302,12.8460,1425,BUBUCE,7,KEBBI,KB,AUGIE,4,0.0785880075,0.0001136394,AUGIEBUBUCE
5.4722,12.1521,1450,BUKKUYUM,2,ZAMFARA,ZF,BUKKUYUM,4,0.4823464415,0.0093092581,BUKKUYUMBUKKUYUM
3.7321,11.6882,1465,BUMA,2,KEBBI,KB,DANDI,8,0.5934908582,0.0132395976,DANDIBUMA
6.6157,12.2982,1472,BUNGUDU,3,ZAMFARA,ZF,BUNGUDU,5,0.316880045,0.0042994102,BUNGUDUBUNGUDU
4.9279,13.1160,1475,BUNKARI,8,SOKOTO,SO,BINJI,1,0.1793880507,0.0012749983,BINJIBUNKARI
4.0149,12.0551,1482,BUNZA DANGALADIMA,2,KEBBI,KB,BUNZA,7,0.1644190291,0.0013331984,BUNZABUNZA DANGALADIMA
3.9876,12.0904,1483,BUNZA MARAFA,1,KEBBI,KB,BUNZA,7,0.2060772829,0.0023513723,BUNZABUNZA MARAFA
6.0112,8.9141,1493,BUSU/KUCHI,1,NIGER,NG,LAVUN,13,0.5632821476,0.0151705359,LAVUNBUSU/KUCHI
4.5263,10.7193,1494,BUSURU,3,NIGER,NG,AGWARA,2,0.5077798467,0.0064561072,AGWARABUSURU
6.0147,9.1041,1505,CENIYAN,2,NIGER,NG,BIDA,3,0.0993551694,0.0004577409,BIDACENIYAN
5.4740,10.4031,1506,CENTRAL,2,NIGER,NG,KONTAGORA,11,0.0176422286,0.00002128489,KONTAGORACENTRAL
5.5993,13.2384,1518,CHACHO/MARNONA,6,SOKOTO,SO,WURNO,22,0.9073636963,0.0228067239,WURNOCHACHO/MARNONA
6.5572,9.5550,1525,CHANCHAGA,4,NIGER,NG,BOSSO,5,0.2023118358,0.0021143695,BOSSOCHANCHAGA
4.5515,12.5211,1529,CHEBERU/BADA,1,KEBBI,KB,GWANDU,10,0.6784676571,0.0259607628,GWANDUCHEBERU/BADA
6.9561,11.9993,1531,CHEDIYA,9,ZAMFARA,ZF,TSAFE,13,0.2640124839,0.004056877,TSAFECHEDIYA
3.8606,12.4807,1532,CHIBIKE,2,KEBBI,KB,AREWA,2,0.3891798041,0.0082816473,AREWACHIBIKE
6.5086,12.9520,1540,CHIKI,2,ZAMFARA,ZF,SHINKAFI,11,0.2475634494,0.0026656985,SHINKAFICHIKI
4.2776,13.2912,1544,CHILAS/MAKUYA,2,SOKOTO,SO,GUDU,6,0.4625690394,0.0075909552,GUDUCHILAS/MAKUYA
6.9149,9.4594,1545,CHIMBI,2,NIGER,NG,PAIKORO,19,0.8934669864,0.0100355452,PAIKOROCHIMBI
5.3502,13.3200,1546,CHIMMOLA/KUDU,4,SOKOTO,SO,GWADABAWA,7,0.1859376279,0.0011048227,GWADABAWACHIMMOLA/KUDU
5.3438,13.3834,1547,CHIMOLA AREWA,5,SOKOTO,SO,GWADABAWA,7,0.306332744,0.0050365908,GWADABAWACHIMOLA AREWA
4.7065,10.6374,1563,CHULU/KOMA,1,KEBBI,KB,YAURI,20,0.0538546035,0.000080964,YAURICHULU/KOMA
5.2812,11.4865,1566,CIROMAN DABAI,2,KEBBI,KB,ZURU,21,0.3028070653,0.0026659645,ZURUCIROMAN DABAI
5.6678,9.2701,1581,DABBAN,5,NIGER,NG,LAVUN,13,0.3059045962,0.0033850244,LAVUNDABBAN
4.4489,11.5379,1588,DADA/ALELU,4,KEBBI,KB,KOKO/BESSE,13,0.1671603582,0.0010081571,KOKO/BESSEDADA/ALELU
4.0701,11.6583,1607,DAKINGARI,5,KEBBI,KB,SURU,18,0.2391674452,0.0012264215,SURUDAKINGARI
5.7929,12.3105,1608,DAKKO,7,ZAMFARA,ZF,BAKURA,2,0.2039634172,0.0027615676,BAKURADAKKO
4.5130,12.5868,1615,DALIJAN,2,KEBBI,KB,GWANDU,10,0.3256857949,0.0038053565,GWANDUDALIJAN
6.4256,12.4051,1618,DAMAGA / DAMAGIWA,2,ZAMFARA,ZF,MARADUN,9,0.2731588455,0.0034119234,MARADUNDAMAGA / DAMAGIWA
5.2387,13.5622,1632,DAMBA,3,SOKOTO,SO,ILLELA,8,0.3137064693,0.0064574829,ILLELADAMBA
5.8422,12.4321,1640,DAMRI,3,ZAMFARA,ZF,BAKURA,2,0.4110234835,0.0073409389,BAKURADAMRI
6.7571,12.3432,1642,DAN - ISA,2,ZAMFARA,ZF,KAURA NAMODA,8,0.3640216724,0.0069187151,KAURA NAMODADAN - ISA
5.9066,12.0530,1647,DAN GALADIMA,3,ZAMFARA,ZF,ANKA,1,0.2684808279,0.0016346384,ANKADAN GALADIMA
6.1956,11.6044,1649,DAN GULBI,3,ZAMFARA,ZF,MARU,10,0.5225590245,0.0151420712,MARUDAN GULBI
5.9888,11.5270,1652,DAN KURMI,4,ZAMFARA,ZF,MARU,10,0.8621871631,0.0484303174,MARUDAN KURMI
5.8352,12.6424,1653,DAN MANAU,5,ZAMFARA,ZF,BAKURA,2,0.7944177665,0.0341061805,BAKURADAN MANAU
6.5203,11.4129,1657,DAN SADAU,5,ZAMFARA,ZF,MARU,10,0.9019554261,0.0461139202,MARUDAN SADAU
6.0458,11.3507,1658,DAN UMARU/MAIRAIRAI,3,KEBBI,KB,WASAGU/DANKO,19,0.5846242884,0.0212519144,WASAGU/DANKODAN UMARU/MAIRAIRAI
5.2165,12.7927,1672,DANCHADI,8,SOKOTO,SO,BODINGA,2,0.1985821247,0.0022136369,BODINGADANCHADI
6.8724,9.6620,1678,DANDAUDU,2,NIGER,NG,MUNYA,18,0.1940599207,0.0011077048,MUNYADANDAUDU
5.1245,12.6987,1680,DANDIN MAHE,3,SOKOTO,SO,SHAGARI,14,0.2809280472,0.004361677,SHAGARIDANDIN MAHE
6.8902,12.5727,1688,DANFAMI SABON BIRINI,2,ZAMFARA,ZF,BIRNIN MAGAJI,3,0.3223695346,0.0042192856,BIRNIN MAGAJIDANFAMI SABON BIRINI
4.2601,12.1928,1690,DANGAMAJI,2,KEBBI,KB,JEGA,11,0.3693599993,0.007693595,JEGADANGAMAJI
5.3296,12.8513,1692,DANGE,1,SOKOTO,SO,DANGE/SHUNI,3,0.1032401369,0.0006172258,DANGE/SHUNIDANGE
4.0974,12.2874,1693,DANGOMA/GAYI,2,KEBBI,KB,KALGO,12,0.2879887512,0.0045526032,KALGODANGOMA/GAYI
7.0735,9.9968,1695,DANGUNU,3,NIGER,NG,MUNYA,18,0.2457572609,0.0037003718,MUNYADANGUNU
4.0911,11.9999,1700,DANIYA/SHEMA,7,KEBBI,KB,SURU,18,0.2225266016,0.0022768568,SURUDANIYA/SHEMA
6.8377,11.7548,1704,DANJIBGA/KUNCHIN - KALGO,5,ZAMFARA,ZF,TSAFE,13,0.3746633862,0.0062581011,TSAFEDANJIBGA/KUNCHIN - KALGO
5.9221,12.7316,1706,DANKADU,4,ZAMFARA,ZF,BAKURA,2,0.5024155574,0.0076378916,BAKURADANKADU
5.4109,13.2726,1709,DANKEMU,3,SOKOTO,SO,WURNO,22,0.1041124669,0.0005929752,WURNODANKEMU
5.1705,11.6846,1710,DANKO/MAGA,4,KEBBI,KB,WASAGU/DANKO,19,0.689882661,0.0244473681,WASAGU/DANKODANKO/MAGA
5.7551,11.1049,1711,DANKOLO,2,KEBBI,KB,SAKABA,16,0.3416016617,0.0064980939,SAKABADANKOLO
5.3171,11.2416,1717,DANRANGI,1,NIGER,NG,RIJAU,21,0.4422908992,0.0121169617,RIJAUDANRANGI
