Long,Lat,OBJECTID,Ward,WardCode,State,StateCode,Lga,LgaCode,Shape_Leng,Shape_Area,Location_I
4.4111,12.2556,1725,DANWARAI,5,KEBBI,KB,ALIERO,1,0.0241903557,0.00001418332,ALIERODANWARAI
5.2610,9.6412,1729,DAPANGI/MAKERA,2,NIGER,NG,MASHEGU,16,1.1028663539,0.0524971774,MASHEGUDAPANGI/MAKERA
5.3960,13.5467,1743,DARNA/ SABON GARI,4,SOKOTO,SO,ILLELA,8,0.4074928618,0.0079888459,ILLELADARNA/ SABON GARI
5.4610,13.5213,1744,DARNE/ TSOLAWO,5,SOKOTO,SO,ILLELA,8,0.1917062134,0.001884887,ILLELADARNE/ TSOLAWO
5.5161,9.3429,1748,DASSUN,3,NIGER,NG,LAVUN,13,0.5554970019,0.0117942841,LAVUNDASSUN
6.3374,8.9722,1749,DAUACI,8,NIGER,NG,AGAIE,1,0.4326089022,0.0092834176,AGAIEDAUACI
7.1819,11.9553,1751,DAUKI,6,ZAMFARA,ZF,TSAFE,13,0.2830657129,0.0050273265,TSAFEDAUKI
4.3244,13.1803,1755,DAURA/SAKKWABE/JARKUKA,3,KEBBI,KB,AREWA,2,0.8332138344,0.0319046716,AREWADAURA/SAKKWABE/JARKUKA
6.7576,12.6785,1756,DAURAN / BIRNIN-TSABA,2,ZAMFARA,ZF,ZURMI,14,0.455288343,0.0137258266,ZURMIDAURAN / BIRNIN-TSABA
7.0057,9.5871,1779,DAZA,4,NIGER,NG,MUNYA,18,0.2059168723,0.0024549168,MUNYADAZA
4.1735,11.9830,1792,DENDANE,6,KEBBI,KB,SURU,18,0.2168128255,0.0020077019,SURUDENDANE
4.0342,12.3571,1802,DIGGI,3,KEBBI,KB,KALGO,12,0.0710343874,0.00007528058,KALGODIGGI
4.5227,12.7427,1806,DIKKO,2,KEBBI,KB,ARGUNGU,3,0.0204113313,0.0000248508,ARGUNGUDIKKO
7.2198,9.3044,1807,DIKO,2,NIGER,NG,GURARA,9,0.1882673379,0.0016829941,GURARADIKO
5.4648,13.3249,1813,DIMBISO,4,SOKOTO,SO,WURNO,22,0.1108383881,0.0004645263,WURNODIMBISO
5.4391,13.2298,1815,DINAWA,7,SOKOTO,SO,WURNO,22,0.157243387,0.000715039,WURNODINAWA
5.1315,12.9440,1820,DINGYADI/BADAWA,6,SOKOTO,SO,BODINGA,2,0.22308186,0.0029008794,BODINGADINGYADI/BADAWA
4.6557,12.4278,1830,DODORU,3,KEBBI,KB,GWANDU,10,0.2034795277,0.0019576217,GWANDUDODORU
7.3108,9.3093,1843,DOGON KURMI,1,NIGER,NG,TAFA,24,0.1645542952,0.0009157807,TAFADOGON KURMI
4.8417,12.4742,1845,DOGONDAJI/SALA,7,SOKOTO,SO,TAMBUWAL,18,0.2902454515,0.0047175529,TAMBUWALDOGONDAJI/SALA
5.4232,11.1347,1860,DOKA/BERE,3,KEBBI,KB,SAKABA,16,0.3472457232,0.0058022727,SAKABADOKA/BERE
5.9733,8.9415,1863,DOKO,4,NIGER,NG,LAVUN,13,0.2498953806,0.0039589374,LAVUNDOKO
5.9913,9.0828,1864,DOKODZA,3,NIGER,NG,BIDA,3,0.0626755154,0.0001769499,BIDADOKODZA
6.4263,12.9304,1867,DOLE,3,ZAMFARA,ZF,ZURMI,14,0.1544709829,0.0010301396,ZURMIDOLE
3.6618,11.7399,1868,DOLEKAINA,3,KEBBI,KB,DANDI,8,0.1752097465,0.0007026437,DANDIDOLEKAINA
4.4335,10.5126,1887,DUGGA,2,NIGER,NG,BORGU,4,0.434290589,0.0099150118,BORGUDUGGA
5.0903,11.0890,1888,DUGGE,2,NIGER,NG,RIJAU,21,0.1516663349,0.0010965478,RIJAUDUGGE
4.6110,11.1057,1890,DUGU TSOHO/DUGU RAHA,3,KEBBI,KB,SHANGA,17,0.6789020949,0.0064445703,SHANGADUGU TSOHO/DUGU RAHA
5.8122,13.7417,1898,DUKAMAJE/ILAH,7,SOKOTO,SO,GADA,4,0.5956449857,0.0091959403,GADADUKAMAJE/ILAH
4.8683,11.2744,1901,DUKKU,3,NIGER,NG,RIJAU,21,0.6851723855,0.0273566653,RIJAUDUKKU
5.3543,12.5812,1905,DUMA,1,SOKOTO,SO,TURETA,20,0.1581498274,0.0004497812,TURETADUMA
4.3027,12.2953,1912,DUNBEGU/BAUSARA,3,KEBBI,KB,JEGA,11,0.2290432298,0.0026114382,JEGADUNBEGU/BAUSARA
5.2244,13.1482,1914,DUNDAYE/GUMBURAWA,8,SOKOTO,SO,WAMAKKO,21,0.2081921176,0.0028109329,WAMAKKODUNDAYE/GUMBURAWA
4.6659,13.0106,1915,DUNDAYE/KWAIDO/ZAGI/ILLELA,8,KEBBI,KB,AUGIE,4,0.259017,0.0023946248,AUGIEDUNDAYE/KWAIDO/ZAGI/ILLELA
5.3183,13.0648,1920,DURBAWA,8,SOKOTO,SO,KWARE,10,0.1276152117,0.0007311036,KWAREDURBAWA
4.3900,11.2132,1939,DUTSIN MARI/DULMERU,9,KEBBI,KB,KOKO/BESSE,13,0.5096476335,0.0116103779,KOKO/BESSEDUTSIN MARI/DULMERU
6.1893,8.9911,1945,DZWAFU,4,NIGER,NG,KATCHA,10,0.2235301249,0.0025762157,KATCHADZWAFU
6.5314,8.4805,1973,EBBO/GBACINKU,3,NIGER,NG,LAPAI,12,0.6004953929,0.0077652387,LAPAIEBBO/GBACINKU
5.9344,9.2057,2021,EDOKOTA,3,NIGER,NG,GBAKO,8,0.4807992252,0.013637194,GBAKOEDOKOTA
6.2924,8.8284,2023,EDOTSU,5,NIGER,NG,KATCHA,10,0.1378756207,0.0010960954,KATCHAEDOTSU
5.8756,9.0527,2024,EDOZHIGI,4,NIGER,NG,GBAKO,8,0.341108924,0.0071364537,GBAKOEDOZHIGI
5.7852,9.3246,2056,EGBAKO,6,NIGER,NG,LAVUN,13,0.6780921172,0.0231803433,LAVUNEGBAKO
6.8139,9.7787,2085,EGWA/GWADA,4,NIGER,NG,SHIRORO,22,0.3545750255,0.0064875379,SHIROROEGWA/GWADA
6.3201,9.0119,2140,EKOBADEGGI,3,NIGER,NG,AGAIE,1,0.0156840183,0.0000141719,AGAIEEKOBADEGGI
6.3050,9.0163,2145,EKOSSA,4,NIGER,NG,AGAIE,1,0.0771346926,0.0001019835,AGAIEEKOSSA
6.3161,9.0072,2146,EKOWUGI,5,NIGER,NG,AGAIE,1,0.0155742003,0.00001226662,AGAIEEKOWUGI
6.3207,9.0075,2147,EKOWUNA,6,NIGER,NG,AGAIE,1,0.0179625007,0.00001847166,AGAIEEKOWUNA
5.5633,9.1116,2226,ENAGI,1,NIGER,NG,EDATTI,7,0.2376559061,0.0035122176,EDATTIENAGI
6.7126,10.0735,2267,ERANA,5,NIGER,NG,SHIRORO,22,0.4228771489,0.0108281363,SHIROROERANA
6.2510,9.1345,2300,ESSA,6,NIGER,NG,KATCHA,10,0.406110198,0.0100125022,KATCHAESSA
4.0144,12.2592,2311,ETENE,4,KEBBI,KB,KALGO,12,0.0880605529,0.00007297343,KALGOETENE
6.0067,9.2405,2334,ETSU AUDU,5,NIGER,NG,GBAKO,8,0.4930193239,0.0147154841,GBAKOETSU AUDU
5.7108,9.0797,2335,ETSU TASHA,2,NIGER,NG,EDATTI,7,0.3572459566,0.0063519203,EDATTIETSU TASHA
6.3197,9.1200,2336,ETSUGAIE,7,NIGER,NG,AGAIE,1,0.4000009482,0.009688975,AGAIEETSUGAIE
6.6430,8.5379,2343,EVUTI/KPADA,4,NIGER,NG,LAPAI,12,0.470787902,0.012957974,LAPAIEVUTI/KPADA
5.4906,11.2220,2411,FADA,10,KEBBI,KB,SAKABA,16,0.14313504,0.001055904,SAKABAFADA
4.5960,12.3403,2414,FAGA/ALASAN,6,SOKOTO,SO,TAMBUWAL,18,0.2114317003,0.0020658158,TAMBUWALFAGA/ALASAN
5.4253,12.7485,2430,FAJALDU,4,SOKOTO,SO,DANGE/SHUNI,3,0.4573342232,0.0065370995,DANGE/SHUNIFAJALDU
4.9328,11.5207,2435,FAKAI/ZUSSUN,8,KEBBI,KB,FAKAI,9,0.8439059307,0.0221008718,FAKAIFAKAI/ZUSSUN
4.9177,12.6787,2437,FAKKA,1,SOKOTO,SO,YABO,23,0.0967130548,0.0003855436,YABOFAKKA
4.5352,11.6379,2438,FAKKU,8,SOKOTO,SO,KEBBE,11,0.5048293159,0.0142685236,KEBBEFAKKU
5.2286,12.1503,2440,FALALE,4,ZAMFARA,ZF,GUMMI,6,0.1796328363,0.0017703165,GUMMIFALALE
3.8069,12.6196,2442,FALDE,5,KEBBI,KB,AREWA,2,0.3195437085,0.0037958331,AREWAFALDE
3.8931,11.6765,2448,FANA,4,KEBBI,KB,DANDI,8,0.4488878638,0.009857297,DANDIFANA
6.3071,12.7021,2460,FARU / MAGAMI,3,ZAMFARA,ZF,MARADUN,9,0.5012945697,0.0125027544,MARADUNFARU / MAGAMI
5.6301,9.1721,2468,FAZHI,3,NIGER,NG,EDATTI,7,0.0878633506,0.0004167828,EDATTIFAZHI
4.5610,12.6851,2477,FELANDE,3,KEBBI,KB,ARGUNGU,3,0.5065210267,0.0072639446,ARGUNGUFELANDE
5.1648,12.2442,2478,FELFELDU / GAMO,5,ZAMFARA,ZF,GUMMI,6,0.3433079107,0.0060701705,GUMMIFELFELDU / GAMO
3.9295,12.6603,2481,FESKE/JAFFEJI,6,KEBBI,KB,AREWA,2,0.5370309141,0.011577234,AREWAFESKE/JAFFEJI
6.9422,9.6497,2508,FUKA,5,NIGER,NG,MUNYA,18,0.2156931448,0.0024186108,MUNYAFUKA
5.4545,12.5873,2513,FURA GIRKE,5,SOKOTO,SO,TURETA,20,0.4034962935,0.0035641264,TURETAFURA GIRKE
6.5724,12.2252,2514,FURFURI/KWAI-KWAI,4,ZAMFARA,ZF,BUNGUDU,5,0.5008476759,0.01530551,BUNGUDUFURFURI/KWAI-KWAI
5.2778,13.0987,2521,G. RUGGA,7,SOKOTO,SO,KWARE,10,0.102446511,0.0002649917,KWAREG. RUGGA
5.4807,13.6041,2524,G/ HAMMA,6,SOKOTO,SO,ILLELA,8,0.2863543522,0.0053517526,ILLELAG/ HAMMA
5.3038,13.6458,2525,G/ KATTA,11,SOKOTO,SO,ILLELA,8,0.186101317,0.0020729379,ILLELAG/ KATTA
5.3001,13.1447,2526,G/ MODIBBO/ G. AKWARA,6,SOKOTO,SO,KWARE,10,0.1815801019,0.0020389621,KWAREG/ MODIBBO/ G. AKWARA
5.1785,13.1157,2528,G/BUBU/G/YARO,6,SOKOTO,SO,WAMAKKO,21,0.2212001788,0.0025435854,WAMAKKOG/BUBU/G/YARO
5.1844,13.1673,2529,G/HAMIDU/G/KAYA,5,SOKOTO,SO,WAMAKKO,21,0.1801336944,0.0015404464,WAMAKKOG/HAMIDU/G/KAYA
6.0433,8.9117,2532,GABA,7,NIGER,NG,LAVUN,13,0.3511049104,0.0063122283,LAVUNGABA
6.6888,12.6131,2535,GABAKE,3,ZAMFARA,ZF,KAURA NAMODA,8,0.2018767035,0.0022598461,KAURA NAMODAGABAKE
5.4857,10.4098,2538,GABAS,3,NIGER,NG,KONTAGORA,11,0.0682047059,0.00007147793,KONTAGORAGABAS
5.6760,13.7520,2547,GADA,1,SOKOTO,SO,GADA,4,0.2967735417,0.0060334627,GADAGADA
6.4520,12.2447,2549,GADA / KARAKKAI,5,ZAMFARA,ZF,BUNGUDU,5,0.7378494873,0.0177754528,BUNGUDUGADA / KARAKKAI
4.7033,10.4897,2559,GAFARA MACHUPA,2,KEBBI,KB,NGASKI,15,1.6232232837,0.0450804251,NGASKIGAFARA MACHUPA
5.2743,13.0383,2567,GAGI \A\,7,SOKOTO,SO,SOKOTO SOUTH,17,0.0774380882,0.000359751,SOKOTO SOUTHGAGI \A\
5.2508,13.0147,2568,GAGI \B\,8,SOKOTO,SO,SOKOTO SOUTH,17,0.0354481869,0.0000536519,SOKOTO SOUTHGAGI \B\
5.2562,13.0318,2569,GAGI \C\,9,SOKOTO,SO,SOKOTO SOUTH,17,0.0441842642,0.0001189324,SOKOTO SOUTHGAGI \C\
6.3203,13.0485,2583,GALADI,3,ZAMFARA,ZF,SHINKAFI,11,0.4680576034,0.0090696211,SHINKAFIGALADI
6.6427,12.1855,2585,GALADIMA,1,ZAMFARA,ZF,GUSAU,7,0.1936275881,0.0016910991,GUSAUGALADIMA
4.5235,12.7484,2586,GALADIMA,4,KEBBI,KB,ARGUNGU,3,0.0143340371,0.00000806119,ARGUNGUGALADIMA
5.8837,12.1971,2588,GALADIMA,4,ZAMFARA,ZF,ANKA,1,0.4220287473,0.0049824237,ANKAGALADIMA
6.6044,12.5591,2591,GALADIMA DAN GALADIMA,4,ZAMFARA,ZF,KAURA NAMODA,8,0.2774602141,0.0039637198,KAURA NAMODAGALADIMA DAN GALADIMA
6.4881,12.8722,2592,GALADIMA/YANRUWA,4,ZAMFARA,ZF,ZURMI,14,0.3037840641,0.0029134048,ZURMIGALADIMA/YANRUWA
6.8418,10.1286,2600,GALKOGO,6,NIGER,NG,SHIRORO,22,0.6819866908,0.0220851092,SHIROROGALKOGO
4.4391,10.7070,2601,GALLAH,4,NIGER,NG,AGWARA,2,0.1405239822,0.0010007188,AGWARAGALLAH
5.8926,10.6394,2603,GALMA/WAMBA,5,NIGER,NG,MARIGA,15,0.99881874,0.0441082689,MARIGAGALMA/WAMBA
4.8431,13.0979,2627,GANDE EAST,1,SOKOTO,SO,SILAME,15,0.1771369754,0.0013101193,SILAMEGANDE EAST
4.7816,13.0920,2628,GANDE WEST,2,SOKOTO,SO,SILAME,15,0.1172668354,0.0004669207,SILAMEGANDE WEST
5.7448,12.9915,2629,GANDI \A\,6,SOKOTO,SO,RABAH,12,0.3920340129,0.0075180719,RABAHGANDI \A\
5.9203,12.9773,2630,GANDI \B\,7,SOKOTO,SO,RABAH,12,0.6948201875,0.0238119091,RABAHGANDI \B\
5.0567,12.5796,2636,GANGAM,5,SOKOTO,SO,SHAGARI,14,0.4657634273,0.0038934251,SHAGARIGANGAM
6.3585,13.4060,2638,GANGARA,8,SOKOTO,SO,S/BIRNI,13,0.6324944116,0.0074354533,S/BIRNIGANGARA
7.3315,9.3219,2657,GARAM,2,NIGER,NG,TAFA,24,0.0761570394,0.0002338492,TAFAGARAM
6.4225,9.5033,2658,GARATU,5,NIGER,NG,BOSSO,5,0.5195127027,0.0128151537,BOSSOGARATU
6.1149,12.4069,2661,GARBADU,1,ZAMFARA,ZF,TALATA MAFARA,12,0.264345024,0.0041643276,TALATA MAFARAGARBADU
4.7546,10.5593,2671,GARIN BAKA/MAKARIN,3,KEBBI,KB,NGASKI,15,0.0332163855,0.00001049581,NGASKIGARIN BAKA/MAKARIN
5.3602,13.6207,2698,GARU,8,SOKOTO,SO,ILLELA,8,0.1475010156,0.0010645184,ILLELAGARU
6.2720,13.5140,2718,GATAWA,6,SOKOTO,SO,S/BIRNI,13,0.7172965265,0.0182978487,S/BIRNIGATAWA
5.3978,13.1049,2723,GAWAKUKE,5,SOKOTO,SO,RABAH,12,0.1739879508,0.001061208,RABAHGAWAKUKE
4.2163,12.5491,2724,GAWASU,10,KEBBI,KB,BIRNIN KEBBI,6,0.1847179424,0.001973073,BIRNIN KEBBIGAWASU
4.8551,13.2156,2725,GAWAZZAI,6,SOKOTO,SO,BINJI,1,0.1885554759,0.0020057783,BINJIGAWAZZAI
6.9913,9.2690,2727,GAWU,3,NIGER,NG,GURARA,9,0.0137101029,0.00000981082,GURARAGAWU
4.8913,12.1148,2737,GAYARI,6,ZAMFARA,ZF,GUMMI,6,0.2214282497,0.002831858,GUMMIGAYARI
5.7971,8.9624,2743,GAZHE  I,4,NIGER,NG,EDATTI,7,0.3627296358,0.0029807801,EDATTIGAZHE  I
5.7325,8.9678,2744,GAZHE  II,5,NIGER,NG,EDATTI,7,0.1611552535,0.0007639059,EDATTIGAZHE  II
5.9037,9.1622,2747,GBADAFU,6,NIGER,NG,GBAKO,8,0.3127151852,0.0063491263,GBAKOGBADAFU
4.8638,9.2668,2752,GBAJIBO/MUWO,2,NIGER,NG,MOKWA,17,0.4224431936,0.008457176,MOKWAGBAJIBO/MUWO
6.1972,8.8808,2753,GBAKOGI,7,NIGER,NG,KATCHA,10,0.2825401514,0.004703537,KATCHAGBAKOGI
5.7690,9.1467,2754,GBANGBAN,6,NIGER,NG,EDATTI,7,0.2695101578,0.0036137059,EDATTIGBANGBAN
5.9672,8.8668,2755,GBARA,3,NIGER,NG,MOKWA,17,1.2975408916,0.0278257913,MOKWAGBARA
6.6064,13.1249,2771,GEBE \A\,9,SOKOTO,SO,ISA,9,0.5696825021,0.012568042,ISAGEBE \A\
6.5420,13.1977,2772,GEBE \B\,10,SOKOTO,SO,ISA,9,0.2873892943,0.0033534345,ISAGEBE \B\
5.3862,11.3179,2778,GELWASA,4,KEBBI,KB,SAKABA,16,0.2784162921,0.0020927785,SAKABAGELWASA
5.1765,10.8799,2782,GENU,4,NIGER,NG,RIJAU,21,0.4588001528,0.0115353015,RIJAUGENU
3.9017,12.0143,2790,GEZA,7,KEBBI,KB,DANDI,8,0.4116863412,0.0113119931,DANDIGEZA
6.5051,12.7065,2795,GIDAN GOGA,5,ZAMFARA,ZF,MARADUN,9,0.3013724503,0.0059481022,MARADUNGIDAN GOGA
5.6037,12.5901,2797,GIDAN KARE/BIMASA,9,SOKOTO,SO,TURETA,20,0.3569976826,0.0066571126,TURETAGIDAN KARE/BIMASA
5.3192,13.2662,2798,GIDAN KAYA,7,SOKOTO,SO,GWADABAWA,7,0.2378444195,0.0035660793,GWADABAWAGIDAN KAYA
4.9720,13.2925,2799,GIDAN MADI,5,SOKOTO,SO,TANGAZA,19,0.2530221929,0.0029163461,TANGAZAGIDAN MADI
5.4238,12.9415,2806,GIERE/GAJARA,9,SOKOTO,SO,DANGE/SHUNI,3,0.3597897429,0.0072415667,DANGE/SHUNIGIERE/GAJARA
5.2130,13.4639,2807,GIGANE,8,SOKOTO,SO,GWADABAWA,7,0.2265431304,0.0030892222,GWADABAWAGIGANE
5.8753,13.6429,2809,GILBADI,4,SOKOTO,SO,GADA,4,0.3987872372,0.0101285874,GADAGILBADI
4.3321,12.2443,2812,GINDI/NASSARAWA/KYARMI/GALBI,4,KEBBI,KB,JEGA,11,0.1966287508,0.0018356001,JEGAGINDI/NASSARAWA/KYARMI/GALBI
4.1328,12.0473,2817,GINGA,8,KEBBI,KB,SURU,18,0.2818510036,0.0024579941,SURUGINGA
6.9389,9.7167,2819,GINI,6,NIGER,NG,MUNYA,18,0.2784667979,0.002070438,MUNYAGINI
4.8420,12.0928,2826,GIRKAU,10,SOKOTO,SO,KEBBE,11,0.2447034854,0.0020939095,KEBBEGIRKAU
4.1602,11.7746,2827,GIRO,9,KEBBI,KB,SURU,18,0.1563704334,0.0014070854,SURUGIRO
4.3215,12.1326,2831,GIWA TAZO/ZARA,2,KEBBI,KB,MAIYAMA,14,0.4022010491,0.0078845466,MAIYAMAGIWA TAZO/ZARA
5.5109,13.3465,2832,GIYAWA,2,SOKOTO,SO,GORONYO,5,0.0126692505,0.00000625408,GORONYOGIYAWA
4.2610,12.4631,2840,GODONGAJI,8,KEBBI,KB,BIRNIN KEBBI,6,0.1032712371,0.0003244357,BIRNIN KEBBIGODONGAJI
6.1454,9.1789,2841,GOGATA,7,NIGER,NG,GBAKO,8,0.2243028807,0.001930137,GBAKOGOGATA
5.6421,8.9677,2849,GONAGI,7,NIGER,NG,EDATTI,7,0.191075937,0.0019571357,EDATTIGONAGI
6.7358,12.4377,2854,GORA,3,ZAMFARA,ZF,BIRNIN MAGAJI,3,0.3184759538,0.0059062158,BIRNIN MAGAJIGORA
6.1468,12.6755,2857,GORA,4,ZAMFARA,ZF,MARADUN,9,0.2023987155,0.0023599684,MARADUNGORA
5.7233,13.4359,2865,GORONYO,1,SOKOTO,SO,GORONYO,5,0.4395454092,0.0079628587,GORONYOGORONYO
3.9924,12.5826,2867,GORUN DIKKO,4,KEBBI,KB,AREWA,2,0.2713409109,0.0021425716,AREWAGORUN DIKKO
5.4247,10.7115,2899,GULBIN - BOKA,4,NIGER,NG,MARIGA,15,0.8087203783,0.0425980881,MARIGAGULBIN - BOKA
4.8218,11.4826,2900,GULBIN KUKA/MAIJARHULA,5,KEBBI,KB,FAKAI,9,0.4644004942,0.0119524563,FAKAIGULBIN KUKA/MAIJARHULA
4.3543,12.6450,2901,GULMA,5,KEBBI,KB,ARGUNGU,3,0.0300399906,0.00004525525,ARGUNGUGULMA
4.5637,12.4181,2902,GULMARE,4,KEBBI,KB,GWANDU,10,0.4950315764,0.0114323778,GWANDUGULMARE
6.5707,8.6032,2904,GULU/ANGUWA VATSA,5,NIGER,NG,LAPAI,12,0.4191467089,0.008862949,LAPAIGULU/ANGUWA VATSA
4.3401,12.4077,2906,GULUMBE,13,KEBBI,KB,BIRNIN KEBBI,6,0.2230039907,0.002372306,BIRNIN KEBBIGULUMBE
5.1581,13.0230,2908,GUMBI/WAJAKE,3,SOKOTO,SO,WAMAKKO,21,0.1299581349,0.0007282696,WAMAKKOGUMBI/WAJAKE
4.1982,12.2468,2909,GUMBIN KURE,3,KEBBI,KB,MAIYAMA,14,0.2907358661,0.0050165888,MAIYAMAGUMBIN KURE
3.7251,12.3132,2918,GUMUMDAI/RAFIN TSAKA,7,KEBBI,KB,AREWA,2,0.8760254385,0.0390758136,AREWAGUMUMDAI/RAFIN TSAKA
4.7369,10.8061,2923,GUNGUN SARKI,2,KEBBI,KB,YAURI,20,0.0578596762,0.0000403819,YAURIGUNGUN SARKI
6.9438,9.7904,2924,GUNI,7,NIGER,NG,MUNYA,18,0.3729905063,0.0063833693,MUNYAGUNI
6.7352,8.3926,2927,GUPA/ABUGI,6,NIGER,NG,LAPAI,12,0.5443588335,0.0169420629,LAPAIGUPA/ABUGI
6.6989,8.8034,2931,GURDI/ZAGO,7,NIGER,NG,LAPAI,12,0.5365909905,0.0150787719,LAPAIGURDI/ZAGO
6.6349,10.0138,2943,GURMANA,7,NIGER,NG,SHIRORO,22,0.3606258106,0.0053781766,SHIROROGURMANA
6.8541,12.3522,2948,GUSAMI GARI,4,ZAMFARA,ZF,BIRNIN MAGAJI,3,0.2803388758,0.0035669935,BIRNIN MAGAJIGUSAMI GARI
6.8720,12.2973,2949,GUSAMI HAYI,5,ZAMFARA,ZF,BIRNIN MAGAJI,3,0.1614569001,0.0016201148,BIRNIN MAGAJIGUSAMI HAYI
6.7495,9.9347,2952,GUSSORO,8,NIGER,NG,SHIRORO,22,0.4333228195,0.0092937193,SHIROROGUSSORO
5.5451,9.0392,2962,GUZAN,8,NIGER,NG,EDATTI,7,0.2552050488,0.003468332,EDATTIGUZAN
5.2536,13.3689,2964,GWADABAWA,6,SOKOTO,SO,GWADABAWA,7,0.280137929,0.0047947287,GWADABAWAGWADABAWA
5.5852,13.0564,2965,GWADDODI/GIDAN BU WAI,4,SOKOTO,SO,RABAH,12,0.1507385437,0.0012035874,RABAHGWADDODI/GIDAN BU WAI
3.8537,12.1756,2966,GWADE,3,KEBBI,KB,BUNZA,7,0.3845542193,0.0095854166,BUNZAGWADE
6.8024,9.4743,2975,GWAM,3,NIGER,NG,PAIKORO,19,0.405629511,0.010026658,PAIKOROGWAM
5.0297,13.0591,2976,GWAMATSE,10,SOKOTO,SO,WAMAKKO,21,0.3226137994,0.0052166487,WAMAKKOGWAMATSE
4.6337,12.5218,2987,GWANDU MARAFA,5,KEBBI,KB,GWANDU,10,0.1578234117,0.000296298,GWANDUGWANDU MARAFA
4.6224,12.4673,2988,GWANDU SARKIN FAWA,6,KEBBI,KB,GWANDU,10,0.191288695,0.0013915793,GWANDUGWANDU SARKIN FAWA
5.2247,11.5992,2990,GWANFI/KELE,11,KEBBI,KB,WASAGU/DANKO,19,0.663732385,0.0205131965,WASAGU/DANKOGWANFI/KELE
6.1428,12.2238,3005,GWARAM,2,ZAMFARA,ZF,TALATA MAFARA,12,0.4119405481,0.0069159868,TALATA MAFARAGWARAM
5.9825,9.5916,3013,GWARJIKO,3,NIGER,NG,WUSHISHI,25,0.2605465118,0.0032091646,WUSHISHIGWARJIKO
5.7903,11.8080,3020,GWASHI,3,ZAMFARA,ZF,BUKKUYUM,4,0.810352828,0.0367591275,BUKKUYUMGWASHI
4.3137,13.3852,3022,GWAZANGE/BOTO,4,SOKOTO,SO,GUDU,6,0.2839183,0.001678416,GUDUGWAZANGE/BOTO
4.5744,12.7245,3023,GWAZANGE/KISAWA/U GYAGA,6,KEBBI,KB,ARGUNGU,3,0.2234147148,0.0016986484,ARGUNGUGWAZANGE/KISAWA/U GYAGA
5.0083,12.1350,3031,GYALANGE,7,ZAMFARA,ZF,GUMMI,6,0.1795416328,0.0020449986,GUMMIGYALANGE
5.3226,13.1864,3038,H/ ALI/ MARABAWA,5,SOKOTO,SO,KWARE,10,0.1632315964,0.0012688918,KWAREH/ ALI/ MARABAWA
7.1803,9.1758,3052,HASHIMI \A\,3,NIGER,NG,SULEJA,23,0.0208846421,0.00001208247,SULEJAHASHIMI \A\
